patient_id,owner_id,owner_name,pet_type,breed,patient_name,gender,patient_age,date_registration,owner_phone
dog_3244,4826,Christopher Medina,Dog,Unknown,Jack,Male,3,2024-11-05,00447307616020
dog_6735,6212,Debbie Galvan,Dog,Unknown,Jack,Male,14,2024-07-21,00447843319910
cat_8057,7435,Tanya Jackson,Cat,Unknown,Jack,Male,16,2024-08-14,00447391185929
cat_4013,4465,Joseph Durham,Cat,Unknown,King,Male,20,2024-10-03,00447008791772
dog_1343,4848,Kevin Carey,Dog,Unknown,Lily,Female,9,2024-02-26,00447538605804
cat_3914,9714,Holly Ramirez,Cat,Unknown,Lily,Female,17,2024-09-02,00447395195146
dog_5693,8371,Rachel Huang,Dog,Unknown,Lily,Female,5,2024-11-29,00447799849055
cat_6607,5349,Alan Martinez,Cat,Unknown,Lily,Female,17,2024-12-10,00447354355624
dog_6994,9792,Michael Harris,Dog,Unknown,Lily,Female,14,2024-02-23,00447317306106
hamster_7367,2102,Maria Jones,Hamster,Unknown,Lily,Female,2,2024-09-26,00447203956099
cat_69,4936,Christopher Marquez,Cat,Unknown,Loki,Male,6,2024-11-15,00447158892197
cat_2762,2021,Dustin Woods,Cat,Unknown,Loki,Male,10,2024-11-12,00447985199204
dog_1105,1893,Michael Peters,Dog,Unknown,Lucy,Female,1,2024-01-31,00447052238466
cat_9023,1108,Marcus Holmes,Cat,Unknown,Lucy,Female,12,2024-11-28,00447521516365
dog_4051,2927,Charles Williams,Dog,Unknown,Luke,Male,1,2024-07-23,00447030588190
hamster_14,4480,Michael Rich,Hamster,Unknown,Lulu,Female,2,2024-03-19,00447290767999
hamster_460,7007,Angela Kim,Hamster,Unknown,Lulu,Female,2,2024-12-02,00447140372958
hamster_4832,4819,Samuel Green,Hamster,Unknown,Lulu,Female,3,2024-01-29,00447217792152
cat_5915,5973,Christopher Molina,Cat,Unknown,Lulu,Female,19,2024-12-19,00447640269899
hamster_7072,6378,Janet Oliver,Hamster,Unknown,Lulu,Female,3,2024-08-26,00447344805249
cat_1324,4255,Ashley Miller,Cat,Unknown,Luna,Female,1,2024-02-04,00447842191193
hamster_2308,2992,Randy Hunter,Hamster,Unknown,Luna,Female,2,2024-04-11,00447394668984
dog_3967,3703,Todd Green,Dog,Unknown,Luna,Female,15,2024-07-12,00447898664331
dog_6358,2262,Julie Conley,Dog,Unknown,Luna,Female,4,2024-01-31,00447268254493
hamster_7076,1306,James Castro,Hamster,Unknown,Luna,Female,2,2024-06-12,00447612794895
dog_9293,2734,Jose Meyers,Dog,Unknown,Luna,Female,15,2024-11-05,00447499352803
hamster_8853,6651,Joshua Oconnor,Hamster,Unknown,Lily,Female,1,2024-07-27,00447687601679
cat_2697,9648,Stephanie Phelps,Cat,Unknown,Lucy,Female,14,2024-10-06,00447064791067
dog_4656,5448,Jesse Sandoval,Dog,Unknown,Lucy,Female,3,2024-04-15,00447557790739
dog_7731,7175,James Hays,Dog,Unknown,Lucy,Female,14,2024-06-19,00447872776417
dog_8223,7225,Rachel Hayes,Dog,Unknown,Lucy,Female,15,2024-12-16,00447954884979
dog_8945,9385,Christopher Barber,Dog,Unknown,Luke,Male,6,2024-10-25,00447688510016
cat_9219,6817,Tiffany Garcia,Cat,Unknown,Lulu,Female,15,2024-09-10,00447304300114
hamster_4259,4945,Sherry Johnson,Hamster,Unknown,Luna,Female,2,2024-03-08,00447753827732
hamster_4352,5047,Brandon White,Hamster,Unknown,Luna,Female,2,2024-10-15,00447505189522
hamster_5014,4944,Richard Diaz,Hamster,Unknown,Luna,Female,2,2024-12-10,00447688734178
dog_6829,5263,Theresa Franklin,Dog,Unknown,Luna,Female,3,2024-02-01,00447486844512
dog_7047,2291,Bradley Phillips,Dog,Unknown,Luna,Female,12,2024-10-09,00447672382607
hamster_8579,5743,Jessica Rogers,Hamster,Unknown,Luna,Female,3,2024-11-16,00447734140531
dog_9377,3778,Isaac Collins,Dog,Unknown,Maya,Female,5,2024-04-01,00447554282970
hamster_2519,1833,Joel Jackson,Hamster,Unknown,Milo,Male,2,2024-08-16,00447878234823
dog_7930,5597,Jonathan Hopkins,Dog,Unknown,Maya,Female,11,2024-12-24,00447418383296
hamster_6491,5788,Melissa Pace,Hamster,Unknown,Milo,Male,1,2024-07-16,00447265487903
dog_9135,4828,Jenny Martinez,Dog,Unknown,Milo,Male,2,2024-10-27,00447334403768
dog_9239,4257,Christina Ayers,Dog,Unknown,Milo,Male,9,2024-09-13,00447304571348
cat_7844,3041,John Walker,Cat,Unknown,Nala,Female,9,2024-12-25,00447293195164
dog_1882,2974,Amy Rivera,Dog,Unknown,Nina,Female,10,2024-12-30,00447100395000
cat_20,9405,Dr. Brandon Galloway,Cat,Unknown,Nala,Female,4,2024-07-03,00447700421511
cat_1013,7142,Matthew Mooney,Cat,Unknown,Nala,Female,7,2024-07-08,00447877221442
hamster_6080,7716,Diana Mckenzie,Hamster,Unknown,Nala,Female,2,2024-03-09,00447222904526
hamster_7035,8373,George Russell,Hamster,Unknown,Oreo,Male,1,2024-10-22,00447451117120
hamster_5818,7952,John Stephens,Hamster,Unknown,Oreo,Male,3,2024-10-14,00447938651430
hamster_1796,7651,Christine Thompson,Hamster,Unknown,Roxy,Female,2,2024-02-27,00447946105860
hamster_2231,6125,Alex Martinez,Hamster,Unknown,Roxy,Female,2,2024-09-25,00447327691588
hamster_4254,2134,Krystal Maldonado,Hamster,Unknown,Roxy,Female,2,2024-12-05,00447576850035
dog_4328,2574,Nicole Torres,Dog,Unknown,Roxy,Female,12,2024-08-16,00447954971865
hamster_7198,2328,Karen Graves,Hamster,Unknown,Roxy,Female,2,2024-10-12,00447952599795
hamster_7645,5059,Monique Hawkins,Hamster,Unknown,Roxy,Female,2,2024-08-29,00447891169034
dog_915,1599,Julie Burns,Dog,Unknown,Ruby,Female,6,2024-10-23,00447534494345
dog_7222,3899,Tiffany Sawyer,Dog,Unknown,Ruby,Female,8,2024-11-09,00447883201167
hamster_1889,5960,Allison Fields,Hamster,Unknown,Roxy,Female,3,2024-04-21,00447617963120
hamster_7484,6481,Amber Wilson,Hamster,Unknown,Roxy,Female,1,2024-11-19,00447765491295
dog_8587,3941,Samantha Black,Dog,Unknown,Roxy,Female,14,2024-03-27,00447969643374
hamster_1580,4163,David Garner,Hamster,Unknown,Ruby,Female,2,2024-07-18,00447442948154
dog_1947,8978,Norma Ward,Dog,Unknown,Ruby,Female,9,2024-01-25,00447158225591
hamster_2969,1157,Matthew Watts,Hamster,Unknown,Ruby,Female,1,2024-11-09,00447247522016
hamster_8087,9890,Kevin Garcia,Hamster,Unknown,Ruby,Female,3,2024-03-11,00447013450905
hamster_8153,6226,Briana Griffin,Hamster,Unknown,Ruby,Female,3,2024-01-04,00447887722312
cat_8944,4734,Karla Rodriguez,Cat,Unknown,Ruby,Female,15,2024-08-25,00447499463998
cat_9283,5063,Duane Henry,Cat,Unknown,Ruby,Female,15,2024-05-30,00447947355298
cat_5031,8472,Edwin Sparks,Cat,Unknown,Thor,Male,19,2024-11-19,00447320658941
dog_5788,6572,Thomas Sanford,Dog,Unknown,Thor,Male,15,2024-04-17,00447245704383
cat_9026,7181,Zachary Diaz,Cat,Unknown,Thor,Male,2,2024-03-16,00447622547940
dog_644,8572,Colleen Carr,Dog,Unknown,Toby,Male,6,2024-12-22,00447994537899
cat_2463,5381,Frederick Ray,Cat,Unknown,Toby,Male,1,2024-12-14,00447218244685
dog_6681,2066,Christian Foster,Dog,Unknown,Toby,Male,3,2024-10-31,00447833822478
dog_6786,4950,Ronnie Hardin,Dog,Unknown,Toby,Male,3,2024-11-21,00447293652555
cat_7103,5103,Jacob Benton,Cat,Unknown,Toby,Male,3,2024-01-22,00447026192274
dog_7372,8458,Jeffrey Velasquez,Dog,Unknown,Toby,Male,14,2024-02-08,00447004441350
dog_9109,3330,Bianca Ellis,Dog,Unknown,Toby,Male,7,2024-05-02,00447845828996
cat_9167,5461,Jessica Wilson,Cat,Unknown,Toby,Male,17,2024-07-09,00447180286865
hamster_1482,9542,Mark Weber,Hamster,Unknown,Tofu,Male,3,2024-07-15,00447969118693
hamster_4801,7788,Victor Lang,Hamster,Unknown,Tofu,Male,1,2024-06-11,00447593865554
hamster_7918,7984,Lauren Howard,Hamster,Unknown,Tofu,Male,2,2024-12-21,00447914553131
dog_42,6121,Rhonda Byrd,Dog,Unknown,Thor,Male,9,2024-01-22,00447338371913
hamster_112,3053,Harold Fletcher II,Hamster,Unknown,Thor,Male,1,2024-02-24,00447674947122
cat_1065,9877,Roy Blankenship,Cat,Unknown,Thor,Male,3,2024-01-11,00447656154973
hamster_1863,3642,Anthony Morris,Hamster,Unknown,Thor,Male,3,2024-08-19,00447778434203
cat_2345,5890,David Gomez,Cat,Unknown,Thor,Male,3,2024-12-13,00447229590678
dog_9032,6246,Sheri Neal,Dog,Unknown,Thor,Male,13,2024-01-23,00447476332182
cat_2203,7713,Anna Smith,Cat,Unknown,Toby,Male,14,2024-12-18,00447988650178
cat_2437,9436,Robert Jordan,Cat,Unknown,Toby,Male,20,2024-01-15,00447096459847
cat_7185,8430,Brandon Beasley,Cat,Unknown,Toby,Male,13,2024-08-19,00447956387240
hamster_5000,1584,Robert Smith,Hamster,Unknown,Tofu,Male,1,2024-07-12,00447636213528
hamster_5971,6647,Katherine Key,Hamster,Unknown,Tofu,Male,1,2024-08-20,00447537388325
hamster_7725,9587,Michael Mitchell,Hamster,Unknown,Tofu,Male,3,2024-08-06,00447625726138
cat_939,3125,Charles Thomas,Cat,Unknown,Zara,Female,16,2024-12-09,00447024645192
dog_4634,8008,Brandi Diaz,Dog,Unknown,Zara,Female,2,2024-03-10,00447154918974
dog_7144,5427,Andre Richardson,Dog,Unknown,Zara,Female,13,2024-06-28,00447104152769
dog_4540,8593,Gregory Gilmore,Dog,Unknown,Zeus,Male,15,2024-07-09,00447535585944
dog_5745,6308,Daniel Page,Dog,Unknown,Zeus,Male,1,2024-08-10,00447810547352
hamster_7328,4695,Sarah Carter,Hamster,Unknown,Zoey,Female,2,2024-11-24,00447636903294
cat_1085,6034,Nancy Weaver,Cat,Unknown,Zara,Female,5,2024-10-03,00447803265304
cat_1522,1063,Dr. John Baldwin MD,Cat,Unknown,Zara,Female,13,2024-08-27,00447573686462
dog_7386,9045,Scott Greene,Dog,Unknown,Zeus,Male,9,2024-10-16,00447614591636
hamster_7064,5483,Ernest Kline,Hamster,Unknown,Zoey,Female,2,2024-10-24,00447112972491
hamster_1346,4335,David Newman,Hamster,Unknown,Bear,Male,1,2024-04-30,00447196541964
hamster_2252,8812,Derek Greene,Hamster,Unknown,Bear,Male,1,2024-02-26,00447472455292
hamster_3510,9604,Valerie Jackson,Hamster,Unknown,Bear,Male,2,2024-04-20,00447558152708
hamster_4128,9101,Christopher Mullins,Hamster,Unknown,Bear,Male,3,2024-03-03,00447952959786
hamster_6216,2783,Gregory Orr,Hamster,Unknown,Bear,Male,3,2024-03-27,00447700458258
cat_9231,3292,Nicholas Garrison,Cat,Unknown,Bear,Male,18,2024-10-22,00447899261981
hamster_6373,1036,Carlos Dean,Hamster,Unknown,Buzz,Male,2,2024-02-22,00447873911752
cat_7426,3633,Mrs. Amanda Howell DDS,Cat,Unknown,Chip,Male,16,2024-03-16,00447968476299
cat_5522,1592,Caitlyn Flores,Cat,Unknown,Cleo,Female,15,2024-10-26,00447966668570
dog_144,9750,Victoria Barnes,Dog,Unknown,Coco,Female,1,2024-05-17,00447546844050
hamster_878,3525,Robin Young,Hamster,Unknown,Coco,Male,3,2024-04-04,00447024644834
cat_4403,8924,Lindsay Jones,Cat,Unknown,Coco,Male,20,2024-12-03,00447441119309
hamster_880,4169,Jessica Little,Hamster,Unknown,Cora,Female,3,2024-01-20,00447278743436
hamster_6136,8763,Anthony Ryan,Hamster,Unknown,Cora,Female,2,2024-07-01,00447533870967
hamster_9225,7106,Courtney Obrien,Hamster,Unknown,Cora,Female,1,2024-06-16,00447594900522
hamster_1424,9168,Ronald Henson,Hamster,Unknown,Dash,Male,3,2024-04-03,00447424972549
hamster_5442,3950,Mary Oconnor,Hamster,Unknown,Dash,Male,2,2024-09-09,00447885472530
hamster_5673,7882,Alexa Ramirez,Hamster,Unknown,Dash,Male,3,2024-12-07,00447938565136
dog_5775,9028,Belinda Johnson,Dog,Unknown,Duke,Male,4,2024-07-21,00447447327065
dog_6217,7716,Diana Mckenzie,Dog,Unknown,Duke,Male,11,2024-06-12,00447222904526
dog_9395,3921,Renee Fields,Dog,Unknown,Duke,Male,9,2024-01-21,00447069385075
cat_9048,5359,Ricky Ruiz,Cat,Unknown,Elsa,Female,9,2024-11-13,00447992396044
cat_4624,8827,Kelly Sanchez,Cat,Unknown,Finn,Male,6,2024-07-08,00447333606716
cat_4845,4156,Mariah Vazquez,Cat,Unknown,Finn,Male,12,2024-05-15,00447863963482
cat_8344,2626,Gary Warren,Cat,Unknown,Finn,Male,2,2024-04-08,00447129911338
hamster_664,2294,Dennis Ryan,Hamster,Unknown,Gigi,Female,3,2024-11-30,00447444320506
hamster_8607,2650,Cynthia Hernandez,Hamster,Unknown,Gigi,Female,1,2024-04-14,00447628916320
cat_54,2258,Brian Daniels PhD,Cat,Unknown,Jack,Male,6,2024-10-07,00447094849462
cat_1200,4726,Roger Jones,Cat,Unknown,Juno,Female,8,2024-09-29,00447265448266
hamster_1785,2422,Jose Johnson,Hamster,Unknown,Lily,Female,3,2024-10-24,00447994116078
cat_4316,2563,Anne West,Cat,Unknown,Lily,Female,2,2024-09-06,00447670512745
cat_7219,3061,Elizabeth Wade,Cat,Unknown,Loki,Male,13,2024-02-13,00447097497312
dog_477,3721,James Davis,Dog,Unknown,Lucy,Female,15,2024-07-12,00447823204089
cat_4588,1490,Robert Webb,Cat,Unknown,Lucy,Female,12,2024-11-12,00447277147834
dog_5376,9031,Travis Richardson,Dog,Unknown,Lucy,Female,13,2024-05-03,00447498383855
dog_6775,6023,Jonathan Wood,Dog,Unknown,Lucy,Female,11,2024-03-28,00447563499314
dog_7530,4073,Angela Wyatt,Dog,Unknown,Lucy,Female,13,2024-05-30,00447080577350
dog_9060,5771,Carla Gonzales,Dog,Unknown,Lucy,Female,3,2024-05-26,00447415601045
dog_5435,8978,Norma Ward,Dog,Unknown,Luke,Male,14,2024-05-30,00447158225591
hamster_6710,7707,Caitlin Gray,Hamster,Unknown,Lulu,Female,2,2024-09-04,00447973590011
hamster_8657,2192,Kendra Farley,Hamster,Unknown,Lulu,Female,3,2024-10-02,00447804506325
cat_1297,1385,Brandon Frederick,Cat,Unknown,Luna,Female,2,2024-11-07,00447279910899
dog_1358,5140,Erik Brown,Dog,Unknown,Luna,Female,4,2024-09-16,00447731617761
hamster_1920,4381,Sean Gonzalez,Hamster,Unknown,Luna,Female,2,2024-04-15,00447982269572
dog_5539,2312,John Herrera,Dog,Unknown,Luna,Female,12,2024-03-30,00447104821681
cat_6822,7119,Samantha Cortez,Cat,Unknown,Luna,Female,3,2024-09-23,00447131350378
hamster_5311,8485,Ryan Clark,Hamster,Unknown,Milo,Male,2,2024-12-28,00447878515039
hamster_6016,3879,Alicia Martin,Hamster,Unknown,Milo,Male,2,2024-08-27,00447493935231
hamster_7042,3096,Jessica Smith,Hamster,Unknown,Milo,Male,3,2024-08-15,00447625812360
hamster_1186,7068,Robert Stewart,Hamster,Unknown,Nala,Female,2,2024-11-03,00447324801090
hamster_1810,2805,Crystal Boyle,Hamster,Unknown,Nala,Female,3,2024-12-14,00447648126511
cat_5252,7658,Hannah Hall,Cat,Unknown,Nala,Female,19,2024-05-14,00447064410139
hamster_6023,5479,Lauren Cobb,Hamster,Unknown,Nala,Female,1,2024-11-28,00447998351823
hamster_8188,9643,Anthony Bright,Hamster,Unknown,Nala,Female,3,2024-02-11,00447530480226
hamster_8811,5379,Austin Sosa,Hamster,Unknown,Nala,Female,2,2024-08-28,00447052863801
dog_6550,3012,Chris Brewer,Dog,Unknown,Nina,Female,2,2024-08-05,00447048737106
dog_8194,4236,Danielle Rose,Dog,Unknown,Nina,Female,3,2024-08-03,00447447286099
hamster_994,5609,Kyle Sanchez,Hamster,Unknown,Oreo,Male,3,2024-04-14,00447316636434
hamster_2634,5708,David Ford,Hamster,Unknown,Roxy,Female,1,2024-06-05,00447010146859
hamster_2830,9817,Jessica Allen,Hamster,Unknown,Roxy,Female,1,2024-10-24,00447203883965
hamster_4098,3079,Lucas Bradford,Hamster,Unknown,Roxy,Female,3,2024-05-19,00447826733481
hamster_5525,7668,Henry Potter,Hamster,Unknown,Roxy,Female,3,2024-01-18,00447876556864
cat_3098,3295,Natalie Torres,Cat,Unknown,Ruby,Female,11,2024-08-19,00447774430462
cat_4983,5174,Sarah Anderson,Cat,Unknown,Ruby,Female,15,2024-03-07,00447110218551
dog_6041,6780,Cindy Bennett,Dog,Unknown,Ruby,Female,15,2024-12-17,00447670600897
hamster_6568,3150,Jennifer Hess MD,Hamster,Unknown,Ruby,Female,1,2024-01-03,00447037792151
cat_6751,9846,Anita Smith,Cat,Unknown,Ruby,Female,11,2024-04-02,00447318194902
hamster_7841,1289,Allison Brown,Hamster,Unknown,Ruby,Female,1,2024-05-29,00447886989626
cat_8381,3112,Todd Mcconnell,Cat,Unknown,Ruby,Female,18,2024-12-17,00447940963231
dog_5044,8939,Kyle Mckinney,Dog,Unknown,Thor,Male,12,2024-06-17,00447453598606
dog_5340,3498,Jennifer Melendez,Dog,Unknown,Thor,Male,6,2024-09-15,00447863192010
dog_5730,2872,Tammy Jones,Dog,Unknown,Thor,Male,13,2024-08-14,00447740781224
dog_6316,6083,Matthew Johnson,Dog,Unknown,Thor,Male,4,2024-07-08,00447846659422
hamster_9005,2757,Marcus Cook,Hamster,Unknown,Thor,Male,2,2024-02-23,00447057337115
dog_9077,6459,Katherine Massey,Dog,Unknown,Thor,Male,4,2024-05-16,00447273599620
cat_5512,5838,James Sanchez,Cat,Unknown,Toby,Male,16,2024-09-07,00447790367704
dog_6101,8138,Nichole Bowman,Dog,Unknown,Toby,Male,8,2024-10-06,00447989376131
cat_8320,7698,Laura Lee,Cat,Unknown,Toby,Male,9,2024-05-02,00447563226708
hamster_947,3823,Ryan Young,Hamster,Unknown,Tofu,Male,2,2024-01-03,00447903249751
hamster_5676,2294,Dennis Ryan,Hamster,Unknown,Tofu,Male,2,2024-07-29,00447444320506
dog_6479,5250,Martha Riley,Dog,Unknown,Zara,Female,6,2024-06-02,00447586931437
cat_6635,1417,Christopher Guzman,Cat,Unknown,Zara,Female,5,2024-03-02,00447045917096
dog_8078,2436,Christopher Smith,Dog,Unknown,Zeus,Male,5,2024-04-17,00447968512390
dog_9181,5164,Anthony Wells,Dog,Unknown,Zeus,Male,11,2024-07-22,00447071290454
hamster_1458,3611,Stephanie Young,Hamster,Unknown,Zoey,Female,3,2024-03-08,00447624457705
hamster_3015,8152,Angela Jones,Hamster,Unknown,Zoey,Female,1,2024-08-21,00447131448417
hamster_3894,4531,Justin Wong,Hamster,Unknown,Zoey,Female,1,2024-03-05,00447981633850
dog_4558,7741,Joe Williams,Dog,Unknown,Zoey,Female,6,2024-04-26,00447438496044
hamster_6220,5054,Stephen Anderson,Hamster,Unknown,Alfie,Male,2,2024-11-13,00447090460003
hamster_8531,2327,James Mills,Hamster,Unknown,Alfie,Male,1,2024-10-05,00447481547355
hamster_9292,8191,Tamara Williams,Hamster,Unknown,Angel,Female,3,2024-01-08,00447925123231
hamster_3627,3685,Olivia Moore,Hamster,Unknown,Alfie,Male,1,2024-09-03,00447659860172
hamster_9110,3124,Norman Thornton,Hamster,Unknown,Angel,Female,3,2024-02-10,00447198345429
hamster_1676,8874,Steven Washington,Hamster,Unknown,Bella,Female,3,2024-12-13,00447070256590
hamster_3752,3155,Mary Martinez,Hamster,Unknown,Bella,Female,2,2024-05-26,00447634240123
dog_6340,5115,Daniel Estrada,Dog,Unknown,Bella,Female,2,2024-02-20,00447360252631
hamster_378,5843,Christopher Gardner,Hamster,Unknown,Benny,Male,1,2024-05-10,00447308339046
dog_2055,5145,Barbara Kennedy,Dog,Unknown,Buddy,Male,9,2024-06-01,00447697553550
dog_2900,7483,Gary Payne,Dog,Unknown,Buddy,Male,14,2024-06-26,00447977672067
hamster_3272,3276,David Castillo,Hamster,Unknown,Buddy,Male,2,2024-07-22,00447424984384
cat_3373,4759,James Camacho,Cat,Unknown,Buddy,Male,18,2024-10-28,00447071420230
cat_4962,5989,Melissa Munoz,Cat,Unknown,Buddy,Male,20,2024-03-21,00447773256354
cat_5452,7690,Kelly Newton,Cat,Unknown,Buddy,Male,8,2024-02-05,00447847508583
dog_1443,2158,Allen Shields,Dog,Unknown,Bella,Female,9,2024-01-25,00447917551837
cat_3071,6649,Kimberly Snow,Cat,Unknown,Bella,Female,9,2024-03-11,00447573447560
cat_5924,9609,Juan Sanders,Cat,Unknown,Bella,Female,18,2024-10-27,00447603446412
hamster_934,3462,Sarah Thompson,Hamster,Unknown,Buddy,Male,2,2024-03-15,00447058505136
cat_1127,5396,Carol Phillips,Cat,Unknown,Buddy,Male,2,2024-02-12,00447079493613
hamster_1813,1509,Tina Harris,Hamster,Unknown,Buddy,Male,1,2024-12-23,00447835214139
dog_2767,7760,Sonia Coleman DDS,Dog,Unknown,Buddy,Male,5,2024-01-17,00447400237968
dog_8840,2040,Nancy White,Dog,Unknown,Buddy,Male,14,2024-07-16,00447168653413
cat_340,9075,Annette Peck,Cat,Unknown,Chloe,Female,1,2024-09-12,00447711336211
cat_8904,6322,Kristin Davis,Cat,Unknown,Chloe,Female,8,2024-08-18,00447779947996
dog_989,4848,Kevin Carey,Dog,Unknown,Chloe,Female,10,2024-09-13,00447538605804
cat_3644,6137,Cristian Mason,Cat,Unknown,Chloe,Female,2,2024-01-02,00447140185322
cat_5221,5156,Scott Johnson,Cat,Unknown,Chloe,Female,11,2024-07-12,00447978485595
dog_8940,8793,Christopher Greer,Dog,Unknown,Chloe,Female,7,2024-06-14,00447191308368
dog_6552,5977,Melissa Powell,Dog,Unknown,Daisy,Female,9,2024-10-04,00447859574066
dog_75,8738,William White,Dog,Unknown,Dolly,Female,2,2024-04-24,00447644543031
cat_4541,5138,Nicholas Jordan,Cat,Unknown,Dolly,Female,8,2024-11-03,00447873646708
hamster_6039,8596,Nicholas Castro,Hamster,Unknown,Dusty,Male,2,2024-06-23,00447319300742
hamster_1166,8901,Shawn Long,Hamster,Unknown,Daisy,Female,3,2024-07-05,00447627887987
hamster_1178,6002,Ariana Long,Hamster,Unknown,Daisy,Female,1,2024-10-16,00447030925125
hamster_3438,7703,Christopher Austin,Hamster,Unknown,Daisy,Female,1,2024-12-06,00447093878132
dog_3594,1276,Diane Webb,Dog,Unknown,Daisy,Female,15,2024-01-25,00447066372091
hamster_3661,8274,Jennifer Day,Hamster,Unknown,Daisy,Female,1,2024-10-31,00447359537527
hamster_3762,6243,Jill Quinn,Hamster,Unknown,Daisy,Female,1,2024-08-08,00447635923689
hamster_4282,5211,Adam Miller,Hamster,Unknown,Daisy,Female,1,2024-11-13,00447229889251
hamster_5053,2648,Sarah Maynard,Hamster,Unknown,Daisy,Female,1,2024-06-27,00447687361456
hamster_7169,6621,Jason Bates,Hamster,Unknown,Daisy,Female,1,2024-06-07,00447359354483
cat_1794,7177,Melissa Moore,Cat,Unknown,Dolly,Female,6,2024-12-30,00447090780397
dog_4478,3181,Suzanne Brooks,Dog,Unknown,Dolly,Female,6,2024-07-12,00447557970089
dog_6773,9864,Isaac Delgado,Dog,Unknown,Ellie,Female,14,2024-10-24,00447842296995
dog_7346,2432,Shelby Barnes,Dog,Unknown,Ellie,Female,8,2024-09-14,00447152219454
cat_5247,1627,Francisco Martinez,Cat,Unknown,Fiona,Female,19,2024-02-12,00447138207780
cat_7701,8762,Amy Johnson,Cat,Unknown,Fiona,Female,17,2024-11-15,00447562115634
hamster_8342,3994,Danielle Singh,Hamster,Unknown,Flash,Male,3,2024-07-06,00447882531818
cat_1049,9581,William Parker,Cat,Unknown,Felix,Male,2,2024-03-04,00447240397022
cat_4411,5725,Jesus Davis,Cat,Unknown,Felix,Male,13,2024-08-08,00447153786301
cat_83,9241,David Leonard,Cat,Unknown,Fiona,Female,8,2024-04-06,00447628689768
cat_698,2422,Jose Johnson,Cat,Unknown,Fiona,Female,18,2024-04-10,00447994116078
cat_6034,1006,Colleen Harper,Cat,Unknown,Fiona,Female,14,2024-05-17,00447141285190
cat_5100,4419,Michael Davis,Cat,Unknown,Gizmo,Male,1,2024-10-07,00447936287631
hamster_5173,4703,Jennifer Wilson,Hamster,Unknown,Gizmo,Male,3,2024-03-13,00447368775510
cat_1629,7529,Eric Weber,Cat,Unknown,Gizmo,Male,10,2024-10-29,00447410375242
cat_7019,7051,Monica Olsen,Cat,Unknown,Gizmo,Male,9,2024-03-07,00447636329410
hamster_127,4313,Jason Howard,Hamster,Unknown,Hazel,Female,1,2024-10-08,00447743646407
hamster_4761,6077,Victor Juarez,Hamster,Unknown,Hazel,Female,1,2024-10-08,00447085835357
hamster_5220,3404,Kevin Rivera PhD,Hamster,Unknown,Hazel,Female,1,2024-01-25,00447167137244
hamster_5168,3565,Tyler Johnson,Hamster,Unknown,Hazel,Female,1,2024-11-10,00447610486297
hamster_7473,2883,Jessica Hall,Hamster,Unknown,Hazel,Female,2,2024-11-26,00447884847239
dog_8645,9302,Belinda Adams,Dog,Unknown,Hazel,Female,3,2024-08-20,00447437608617
hamster_4162,9782,Stefanie Saunders,Hamster,Unknown,Lilly,Female,2,2024-11-10,00447802378680
hamster_4934,6850,Jacob Terry,Hamster,Unknown,Lilly,Female,3,2024-11-12,00447229870779
hamster_8025,5048,Earl Vasquez,Hamster,Unknown,Lilly,Female,1,2024-02-12,00447307362326
hamster_448,6807,Jacob Garner,Hamster,Unknown,Louie,Male,2,2024-08-07,00447798271330
hamster_4517,3072,Phillip Brown,Hamster,Unknown,Louie,Male,2,2024-11-07,00447520275128
hamster_625,3422,Heather Giles,Hamster,Unknown,Lucky,Male,1,2024-02-11,00447890559139
hamster_1826,4387,Walter Gomez,Hamster,Unknown,Lucky,Male,1,2024-11-28,00447728739684
hamster_7090,6530,Paul Wheeler,Hamster,Unknown,Lucky,Male,2,2024-09-18,00447975990705
hamster_3107,4946,Kenneth Johnson,Hamster,Unknown,Lilly,Female,2,2024-02-10,00447087596559
hamster_3950,4702,Elizabeth Duncan,Hamster,Unknown,Lilly,Female,2,2024-11-22,00447283596965
hamster_6117,5693,Tara Haynes,Hamster,Unknown,Lilly,Female,1,2024-09-27,00447537190939
hamster_6634,7267,Janet Anderson,Hamster,Unknown,Lilly,Female,3,2024-04-02,00447603219809
hamster_441,5574,Timothy Young,Hamster,Unknown,Louie,Male,3,2024-07-30,00447160273970
hamster_2887,2805,Crystal Boyle,Hamster,Unknown,Louie,Male,1,2024-03-31,00447648126511
hamster_5494,9648,Stephanie Phelps,Hamster,Unknown,Louie,Male,2,2024-08-31,00447064791067
hamster_7119,4871,Karen Sandoval,Hamster,Unknown,Louie,Male,3,2024-06-23,00447187589495
hamster_2930,1230,Emily West,Hamster,Unknown,Lucky,Male,3,2024-05-12,00447194507855
hamster_4404,7544,Lee Benson,Hamster,Unknown,Lucky,Male,1,2024-03-16,00447464933443
dog_179,4107,Laura Mccarty,Dog,Unknown,Mabel,Female,7,2024-07-11,00447618531740
dog_1061,7709,Daniel Gomez,Dog,Unknown,Mabel,Female,12,2024-03-12,00447831596486
dog_9223,9199,Randall May,Dog,Unknown,Mabel,Female,2,2024-01-01,00447533783392
hamster_2184,8385,Alexandria Lee,Hamster,Unknown,Misty,Female,1,2024-07-10,00447121846461
hamster_3148,7739,Elizabeth Mcbride,Hamster,Unknown,Misty,Female,3,2024-05-14,00447821486366
